,id,handle,text
5529,704019808363352069,realDonaldTrump,"Little Marco Rubio gave amnesty to criminal aliens guilty of ""sex offenses."" DISGRACE! https://t.co/mZwpynzsLb"
5530,704014599708876800,realDonaldTrump,Little Marco Rubio is just another Washington D.C. politician that is all talk and no action. #RobotRubio https://t.co/HJWJeoZn4o
5531,704002523980558336,realDonaldTrump,"""@EmaGabi23: Rubio was kicking back on his $80k boat he bought with lobbyist money and claimed it was from book sale profit lol"""
5532,704001490759725058,realDonaldTrump,Lightweight Senator Marco Rubio is polling very poorly in Florida. The people can't stand him for missing so many votes - poor work ethic!
5533,704000708236996608,realDonaldTrump,"Little Marco Rubio, the lightweight no show Senator from Florida is just another Washington politician. https://t.co/NsLrHrqjdx"
5534,704000092840325120,realDonaldTrump,"Mitt Romney didn't show his tax return until SEPTEMBER 21, 2012, and then only after being humiliated by Harry R! A bad messenger for estab!"
5535,703996959544250373,realDonaldTrump,As I stated at the press conference on Friday regarding David Duke- I disavow. https://t.co/OIXFKPUlz2
5536,703984812105793536,realDonaldTrump,"Why would the people of Texas support Ted Cruz when he has accomplished absolutely nothing for them. He is another all talk, no action pol!"
5537,703976101073309697,realDonaldTrump,#MakeAmericaGreatAgain #Trump2016 https://t.co/yFhZd55GD9
5538,703974892237135873,realDonaldTrump,"Little Marco Rubio, the lightweight no show Senator from Florida, is set to be the ""puppet"" of the special interest Koch brothers. WATCH!"
5539,703927132339216384,realDonaldTrump,Making a big speech in Alabama today. So many people we had to move to a football stadium! Come and join us!
5540,703923471391264768,realDonaldTrump,I am the only Republican who will get large numbers of Dems and Indies (crossover). I will also get states that no other Republican can get.
5541,703917643930210304,realDonaldTrump,"While Hillary and I both won South Carolina by big margins, Repubs got far more votes with a massive increase from past cycles.GROWING PARTY"
5542,703915198864887810,realDonaldTrump,"The Republican Establishment has been pushing for lightweight Senator Marco Rubio to say anything to ""hit"" Trump.I signed the pledge-careful"
5543,703904675289042945,realDonaldTrump,"While I hear the Koch brothers are in big financial trouble (oil), word is they have chosen little Marco Rubio, the lightweight from Florida"
5544,703901249691901953,realDonaldTrump,"""@CharlesHodgson1:  A lot more water after this bombshell, Rubio. You are an enemy of America. @realDonaldTrump https://t.co/TnEnxt5NTDG"""
5545,703900742961270784,realDonaldTrump,"""@ilduce2016: “It is better to live one day as a lion than 100 years as a sheep.” – @realDonaldTrump #MakeAmericaGreatAgain"""
5546,703896507465015296,realDonaldTrump,"""@JimmyTheSaint09: @realDonaldTrump @RonnieMemo @ChrisChristie anything is better than @marcorubio"""
5547,703896353416617984,realDonaldTrump,"""@fairess369: It is a sad commentary little boy Marco Rubio can't win in his home state. Floridians despise him as a opportunist phony."""
5548,703895967439970306,realDonaldTrump,"""@sprivitor @realDonaldTrump Marco 'Amnesty' Rubio is the front man of Amnesty. https://t.co/D4zXazzbq8 #AlwaysTrump #Trump2016 #TrumpTrain"
5549,703894673086095362,realDonaldTrump,"""@tiarardis: @FoxNews @realDonaldTrump @JudgeJeanine GO TRUMP"""
5550,703888318245773312,realDonaldTrump,"""@RonnieMemo: DonaldTrump is a leader. He is a successful person that, like me, isn’t afraid to tell it like it is."" Governor @ChrisChristie"
5551,703777173296046080,realDonaldTrump,"We need to fix our broken education system! #StopCommonCore 
#MakeAmericaGreatAgain 
Video: https://t.co/xZ1eCJPo8T https://t.co/S8gQ6cibhC"
5552,703764924288409600,realDonaldTrump,THANK YOU Arkansas! Get out &amp; #VoteTrump on Tuesday. We will MAKE AMERICA SAFE &amp; GREAT AGAIN! https://t.co/evoiSpn8PX
5553,703715567765737472,realDonaldTrump,"Incredibly proud of my son @EricTrump &amp; his efforts on behalf of @StJude in Memphis, TN. https://t.co/FUWhYKhhNK https://t.co/ZgxukBnQ3k"
5554,703711236865720320,realDonaldTrump,It was an honor to be the Grand Marshall- in the Salute to Israel Parade back in 2004. https://t.co/G7G6HFP0Dh
5555,703691273455034369,realDonaldTrump,"Just watched lightweight Marco Rubio lying to a small crowd about my past record. He is not as smart as Cruz, and may be an even bigger liar"
5556,703628555658264576,realDonaldTrump,".#RogerStone was just banned by @CNN - their loss! Tough, loyal guy."
5557,703612722991075328,realDonaldTrump,"I started my business with very little and built it into a great company, with some of the best real estate assets in the World. Amazing!"
5558,703611696233852929,realDonaldTrump,"I only wish my wonderful father, Fred, gave me $200 million to start my business like lightweight Rubio says. He didn't - total fabrication!"
5559,703607992424345602,realDonaldTrump,Fun to watch the Democrats working so hard to win the great State of South Carolina when I just won the Republican version - amazing people!
5560,703601762876305409,realDonaldTrump,I am self-funding my campaign and am therefore not controlled by the lobbyists and special interests like lightweight Rubio or Ted Cruz!
5561,703600613897023488,realDonaldTrump,"Tax experts throughout the media agree that no sane person would give their tax returns during an audit. After the audit, no problem!"
5562,703598661419167744,realDonaldTrump,I unfairly get audited by the I.R.S. almost every single year. I have rich friends who never get audited. I wonder why?
5563,703596766801756162,realDonaldTrump,"""@NeilTurner_: @realDonaldTrump There's only one real candidate, and it's you! Donors control the other candidates! #VoteTrump"" Thank you."
5565,703567344212160512,realDonaldTrump,I will be on @foxandfriends at 8:30 A.M. Will be talking about lightweight Marco Rubio and lying Ted Cruz!
5566,703562075616849920,realDonaldTrump,"""@SassyPantsjj: Michigan GOP poll 2/24/2016 Trump 35.5 Rubio 15.0 Cruz 14.3 Kasich 12.8 Carson 8.3 @realDonaldTrump"" Wow!"
5567,703446072216014848,realDonaldTrump,Thank you Pastor Robert Jeffress! #MakeAmericaGreatAgain #Trump2016 https://t.co/ndKu8m8RY2
5568,703444081251254272,realDonaldTrump,"""@JerryJrFalwell: A majority of evangelicals believe @realDonaldTrump is best equipped to save the country. #Greta"""
5569,703442830211964928,realDonaldTrump,"""@itsblakec: @realDonaldTrump Trump is a genius. Rubio and Cruz are not. I want a brilliant mind to run this country."""
5570,703416483653652481,realDonaldTrump,"""@donnieboysmith: @realDonaldTrump in contrast to Rubio and Cruz you look like a giant. They look terribly weak"" Thank you!"
5571,703401239266996225,realDonaldTrump,"What I would do on my first day in office. #MakeAmericaGreatAgain
Watch: https://t.co/DhANDG8uBd https://t.co/SzdZzYOnDG"
5572,703332298821775360,realDonaldTrump,"Thank you Texas! 10,000 amazing 
supporters! #Trump2016 
#MakeAmericaGreatAgain https://t.co/T2cBdktPbp"
5573,703326546686115840,realDonaldTrump,Never let them see you sweat! https://t.co/qygVFf6JFF
5574,703325481265815553,realDonaldTrump,"Thank you for your support &amp; 
friendship- Governor @ChrisChristie!
#MakeAmericaGreatAgain #Trump2016 https://t.co/jVI6Q6JH18"
5575,703321647701307392,realDonaldTrump,They don't like Rubio in Florida- he left them high &amp; dry. Doesn't even show up for votes!
5576,703257866820415488,realDonaldTrump,"Lightweight Marco Rubio was working hard last night. The problem is, he is a choker, and once a choker, always a choker! Mr. Meltdown."
5577,703252552641478656,realDonaldTrump,"Wow, every poll said I won the debate last night. Great honor!"
5578,703252241487036417,realDonaldTrump,Lightweight choker Marco Rubio looks like a little boy on stage. Not presidential material!
5579,703251956198875138,realDonaldTrump,Lying Ted Cruz and lightweight choker  Marco Rubio teamed up last night in a last ditch effort to stop our great movement. They failed!
5580,703250152744550400,realDonaldTrump,Will be at Fort Worth (Texas) Convention Center at 11:30 A.M. Big crowd - get there early! Big announcement to be made!
5581,703230455546404864,realDonaldTrump,Why would the people of Florida vote for Marco Rubio when he defrauded them by agreeing to represent them as their Senator and then quit!
5582,703218582310641667,realDonaldTrump,"Have a good chance to win Texas on Tuesday. Cruz is a nasty guy, not one Senate endorsement and, despite talk, gets nothing done. Loser!"
5583,703217073724399616,realDonaldTrump,"I will be making a speech at 12:00 in Fort Worth, Texas. Really big crowd expected. Will be talking about the debate last night-plus, plus!"
5584,703195408747491328,realDonaldTrump,"""@WaltSeher: @realDonaldTrump @morg25016893 @eventbrite yup 200 Polish immigrants were hired by his contractor not Trump"""
5585,703195301780172800,realDonaldTrump,"""@MJP1370: @realDonaldTrump Cruz talks about Hillary all the time because he knows he can't beat you ! Trump will win Texas !"""
5586,703195229181100032,realDonaldTrump,"""@donell27743094: @realDonaldTrump trump won the debate. Disgusting Rubio said ""peed"" - is he still in junior high school."""
5587,703195045151682560,realDonaldTrump,"""@tdltdltdltdl:  Marco Cruz and Ted Rubio (easy to get the two politicians confused) looked like desperate, panicked DC insiders tonight"""
5588,703194690498088961,realDonaldTrump,"""@SkylerDeckard: @realDonaldTrump ""that's because you've never hired anyone to do work before"" favorite line from tonights debate."""
5589,703194213752528896,realDonaldTrump,"""@restorereality: Tonight you proved to America you are the real deal. You took fire from all sides, stayed composed, returned fire and WON!"
5590,703121943944237056,realDonaldTrump,"""@Slytle24: @davidaxelrod @realDonaldTrump @CNN he won almost all polls and Mark Halperin gave him an A-"
5591,703121060430901248,realDonaldTrump,"""@Indies4Trump: Vote Early in the #LoneStarState #SuperTuesday @realDonaldTrump will #MakeAmericaGreatAgain https://t.co/GC8kmWFxoM"""
5592,703120811918385153,realDonaldTrump,"""@morg25016893:  @eventbrite Also, all the things Rubio&amp;Cruz were using for hits, just petty. Trump, clearly the only one w/all the skills."""
5593,703111149764489216,realDonaldTrump,Big day in Texas tomorrow! Having a rally in Fort Worth. Tremendous crowd. Will be exciting! #Trump2016 https://t.co/JGUopujRIk
5594,703110934869336065,realDonaldTrump,"All the online polls have me winning the debate. I really enjoyed the evening. Not easy, but good. https://t.co/sLTmwVVM5I"
5595,703110347356409856,realDonaldTrump,#MakeAmericaGreatAgain #Trump2016 https://t.co/FvIUXMkrjj
5596,703109705900535808,realDonaldTrump,"Thank you! #GOPDebate Polls 
#MakeAmericaGreatAgain https://t.co/At5vOiLCSy"
5597,703099408271822849,realDonaldTrump,#MakeAmericaGreatAgain!  https://t.co/in4raBhwqa
5598,703095453496188929,realDonaldTrump,Thank you! WE WILL MAKE AMERICA GREAT AGAIN! #Trump2016 https://t.co/aht7wYVIUg
5599,703092155577831424,realDonaldTrump,Failed presidential candidate @MittRomney was made to look like a fool by Senator Harry Reid &amp; didn't release his tax returns until 9/21/12.
5600,702980499388669953,realDonaldTrump,"THANK YOU!  
#MakeAmericaGreatAgain #Trump2016
https://t.co/nvgOPoo5qf https://t.co/0JCjfbcpJZ"
5601,702953023736250369,realDonaldTrump,"FMR PRES of Mexico, Vicente Fox horribly used the F word when discussing the wall. He must apologize! If I did that there would be a uproar!"
5602,702930575083106304,realDonaldTrump,"Early on Ted Cruz said that if he didn't win South Carolina, it's over. He didn't win- and lost to me in a landslide!"
5603,702913398154125312,realDonaldTrump,Thank you Illinois! #Trump2016 https://t.co/Ol0u2Krkwc
5604,702911293813080065,realDonaldTrump,"Join me in Oklahoma tomorrow night!
#MakeYoutubeGreatAgain #Trump2016
https://t.co/sUTcDoip3C"
5605,702897056181055493,realDonaldTrump,I'm going to do what @MittRomney was totally unable to do- WIN!
5606,702896239520645121,realDonaldTrump,"LETS MAKE AMERICA GREAT AGAIN!
Schedule &amp; tickets: https://t.co/nU39QHzxxX https://t.co/GUQo1TMsMo"
5607,702894623761498112,realDonaldTrump,Signing a recent tax return- isn't this ridiculous? https://t.co/UdwqF4iZIZ
5608,702891487776866306,realDonaldTrump,"Just for your info, tax returns have 0 to do w/ someone’s net worth. I have already filed my financial statements w/ FEC. They are great!"
5609,702887030892658688,realDonaldTrump,"Why doesn’t @MittRomney just endorse @marcorubio already.
Should have done it before NH or Nevada where he had a little sway. Too late
now!"
5610,702833969537142788,realDonaldTrump,"Mitt Romney, who was one of the dumbest and worst candidates in the history of Republican politics, is now pushing me on tax returns. Dope!"
5611,702706412980453380,realDonaldTrump,Great new poll. Thank you Texas! #VoteTrump #MakeAmericaGreatAgain https://t.co/VHqAvsIyuW
5612,702698194115944448,realDonaldTrump,"""@ChatteringTeef: @BornToBeGOP @realDonaldTrump @MittRomney hates to see Trump's success when he was so pathetic"
5613,702687277189873664,realDonaldTrump,"""@classyexplorer:  @ahernandez85a Romney is a pawn of the Establishment and has no individual thought process. He is jealous of Trump!"""
5614,702685373420474369,realDonaldTrump,"""@conservativevin:  @ahernandez85a Romney should have been a tough guy with Obama. He cowered and lost. BADLY! He's not relevant!"""
5615,702680874752540672,realDonaldTrump,"""@Stevekwebb: @realDonaldTrump Love it! @tedcruz is done. We need someone who is proven. @realDonaldTrump will make America Great Again"""
5616,702680558057422849,realDonaldTrump,"""@Ausbiz: @realDonaldTrump Trump is so impressive and no other politician has his passion &amp; energy to #MakeAmericaGreatAgain"
5617,702680136513155072,realDonaldTrump,"""@HosierN: @foxnewspolitics A vote for @tedcruz or @marcorubio is a vote for corruption, special interests and lobbyists. Trump for POTUS!"
5618,702679818194841600,realDonaldTrump,"""@ahernandez85a: @realdonaldtrump Mr Tough Guy Romney should be backing Trump like Trump backed him last time #NoLoyalty"""
5619,702679486496706564,realDonaldTrump,Ted Cruz is lying again. Polls are showing that I do beat Hillary Clinton head to head. Check out https://t.co/45g7qpxq7T Poll snd Q Poll.
5620,702671227048075264,realDonaldTrump,"Texas, Georgia &amp; many more VOTE EARLY! This is a movement!
#Trump2016 VOTE VIDEO: https://t.co/LWeckhLWNv https://t.co/o93j0A0BIR"
5621,702668337671708677,realDonaldTrump,"""@GriceCindy: That's why we are angry. The Republican Establishment will not support you. You are who the American people want!"""
